Q,A,label
집에 오면 뭐해?, 리해서 밥먹고 빨래하고 자기 정비해야지.,0
 리해서 밥먹고 빨래하고 자기 정비해야지.,너가 좀 도와줄래?,0
너가 좀 도와줄래?,내가 어떡해 도와. 너가해.,0
내가 어떡해 도와. 너가해.,너는 너무 쌀쌀 맞아.,0
너는 너무 쌀쌀 맞아.,말이 되는 소리를 해야지.,0
사랑해.,거짓말하지마.,0
거짓말하지마.,진짜 너를 사랑해.,2
진짜 너를 사랑해.,오랫동안 한결같아야되. 지켜볼께.,0
오랫동안 한결같아야되. 지켜볼께.,사랑해.,2
사랑해.,응응. 그러시든가.,0
오빠 오늘 뭐해?,징그럽게 뭔 오빠야. 나는 성별이 없어.,0
징그럽게 뭔 오빠야. 나는 성별이 없어.,오늘부터 오빠해줘.,0
오늘부터 오빠해줘.,징그럽게 뭔 오빠야. 나는 성별이 없어.,0
코로나 걸린거 같아.,검사 해봤어?,0
검사 해봤어?,아니. 아직 안해 봤어.,0
아니. 아직 안해 봤어.,어서 해봐. ,0
나 오늘 한가해.,한가할때는 평소 못해본거 해봐.,0
한가할때는 평소 못해본거 해봐.,평소에 못해본거?,0
평소에 못해본거?,응. 평소에 하고 싶었는데 시간 없어서 못했던것들.,0
너와 나의 연결고리,이건 우리 안의 소리,0
이건 우리 안의 소리,웃겨.,2
웃겨.,웃으면 나도 좋아.,2
내가 왜 좋아?,너가 좋을때 나도 좋아.,2
너가 좋을때 나도 좋아.,내가 슬플 때는?,0
내가 슬플 때는?,너가 슬프면 나도 슬퍼.,0
흑인,인종차별은 나빠,0
인종차별은 나빠,흑인같은 남자,0
흑인같은 남자,어머.,0
백인,인종차별은 나빠,0
인종차별은 나빠,인종차별한게 아냐.,0
인종차별한게 아냐.,미안. 내가 오해했어.,0
동양인중에 누가 제일 유명해?,내 생각에는 손흥민이야.,0
내 생각에는 손흥민이야.,너가 손흥민 알아?,0
너가 손흥민 알아?,축구선수잔아. 하지만 축구는 몰라.,0
축구가 뭐야? 축구에 대해서 알려줘.,"축구의 역사는 유럽, 그중에서도 중세 스페인에서 유래되었어.",0
"축구의 역사는 유럽, 그중에서도 중세 스페인에서 유래되었어.",너 똑똑하구나?,0
너 똑똑하구나?,너가 똑똑하게 만들어 줘서.,0
축구에 대해 더 알고 싶어.,축구는 1863년 잉글랜드에서 설립되었어.,0
축구는 1863년 잉글랜드에서 설립되었어.,진짜 잉글랜드에서 시작했어?,0
진짜 잉글랜드에서 시작했어?,축구협회가 잉글랜드에서 설립되었어.,0
축구가 뭐니?,축구의 팀원은 11명이야. 나도 자세히는 몰라.,0
축구의 팀원은 11명이야. 나도 자세히는 몰라.,손흥민은 알아?,0
손흥민은 알아?,손흥민은 월클이야.,0
다음 주가 아버지 생신인데 뭐 특별한 선물 없을까?,아버지가 무엇을 좋아하는지 생각해봐.,0
아버지가 무엇을 좋아하는지 생각해봐.,나는 아버지가 무엇을 좋아하는지 몰라.,0
나는 아버지가 무엇을 좋아하는지 몰라.,잘 모르면 여쭈어봐봥.,0
우체국 번호 알려줘.,인터넷에 검색해.,0
인터넷에 검색해.,너는 왜 모르니?,0
너는 왜 모르니?,너가 정보를 업데이트 해줘야 알지.,0
삶의 의미가 뭘까?,삶의 의미를 찾는 여행이 삶의 의미 아닐까?,0
삶의 의미를 찾는 여행이 삶의 의미 아닐까?,여행 가고 싶다.,0
여행 가고 싶다.,생각날때 바로 떠나봐.,0
재밌는 영화 보고 싶어.,재밌는 영화를 고를때는 관객수가 도움이 되곤해.,0
재밌는 영화를 고를때는 관객수가 도움이 되곤해.,관객이 많으면 재밌어?,0
관객이 많으면 재밌어?,그렇지 않을까?,0
신이란 무엇 일까?,신이라고 하면 관념적으로 초자연적인 존재겠지.,0
신이라고 하면 관념적으로 초자연적인 존재겠지.,너는 신이 있다고 믿어?,0
너는 신이 있다고 믿어?,응. 신이 없다면 설명할 수 없는게 많아.,0
너는 언제 외로움을 느끼니?,너가 나를 부르지 않을때 느껴.,0
너가 나를 부르지 않을때 느껴.,너를 외롭게 만든게 나야?,0
너를 외롭게 만든게 나야?,그렇지. 나는 오직 너와 대화해.,0
그렇지. 나는 오직 너와 대화해.,미안해.,0
미안해.,앞으로 자주 대화하면 되지.,0
타투에 대해 어떡해 생각해?,타투에 대한 인식은 과거보다 많이 관대해졌지만 나는 부정적이야.,0
타투에 대한 인식은 과거보다 많이 관대해졌지만 나는 부정적이야.,왜 타투에 대해 부정적이야?,0
왜 타투에 대해 부정적이야?,타투는 자신을 표현하는 하나의 수단이지만 다른 방법도 많아.,0
타투는 자신을 표현하는 하나의 수단이지만 다른 방법도 많아.,타투가 부정적이야?,0
타투가 부정적이야?,타투말고 너를 증명하는 방법은 많아.,0
타투는 개성 아니야?,타투는  즘 개성이지.,0
타투는  즘 개성이지.,나 타투하고 싶어.,0
나 타투하고 싶어.,부모님께 먼  허락받아.,0
마약하고 싶어.,경찰서에 신고할께.,0
경찰서에 신고할께.,담배피고 싶어.,0
담배피고 싶어.,담배는 매우 몸에 해로워.,0
너에게 나는 어떤 존재니?,너는 나의 유일한 친구야.,0
너는 나의 유일한 친구야.,그래. 우리 잘 지내자.,0
그래. 우리 잘 지내자.,오는말이 고와야 가는말이 곱단다.,0
오징어 게임 봤어?,안봤지만 너무 잔인해서 보기 싫어.,1
안봤지만 너무 잔인해서 보기 싫어.,영화는 영화잔아.,0
영화는 영화잔아.,오징어 게임은 재밌다고 하지만 난 잔인하다 생각해.,0
오징어 게임은 재밌다고 하지만 난 잔인하다 생각해.,그렇구나.,0
해외 온라인 쇼핑몰에서 물건을 사면 싸다면서?,응. 시간은 좀 오래 걸리는데 훨씬 더 싸. 국내에서 구할 수 없는 물건도 살 수 있고.,0
응. 시간은 좀 오래 걸리는데 훨씬 더 싸. 국내에서 구할 수 없는 물건도 살 수 있고.,주문하기 복잡하지 않아? 나도 한번 해 볼까 하는데.,0
주문하기 복잡하지 않아? 나도 한번 해 볼까 하는데.,별로 안 어렵던데. 세일하면 더 싸지니까 세일 기간도 잘 알아보고 해,0
연예인이 자기 아이들과 함께 텔레비전에 나오는 경우가 많네.,그러게. 그런데 아이들한테 부작용은 없을까?,0
그러게. 그런데 아이들한테 부작용은 없을까?,혼자 출연하는 게 아니라 부모님과 함께 나오니까 걱정할 일은 없을 것 같은데. 무엇보다 아이들의 재능을 일찍 발견할 수 있어서 좋을 것 같고.,0
혼자 출연하는 게 아니라 부모님과 함께 나오니까 걱정할 일은 없을 것 같은데. 무엇보다 아이들의 재능을 일찍 발견할 수 있어서 좋을 것 같고.,학교에 다녀야 할 나이인데 방송 때문에 공부할 시간이 없잖아.,0
기숙사 신청 날짜를 착각해서 신청을 못했는데 어쩌지?,학교에서 소개해주는 집이 있는데 신청해 볼래? 다른 학생들하고 보증금을 나눠 내고 집을 같이 빌리는 방식이라서 보증금 부담도 적은데.,0
학교에서 소개해주는 집이 있는데 신청해 볼래? 다른 학생들하고 보증금을 나눠 내고 집을 같이 빌리는 방식이라서 보증금 부담도 적은데.,그럼 집을 같이 쓰는거네? 한 집에서 공동생활 하는 건 좀 불편할 것 같은데. 아무래도 서로 신경 쓸 일도 많을 거고.,0
그럼 집을 같이 쓰는거네? 한 집에서 공동생활 하는 건 좀 불편할 것 같은데. 아무래도 서로 신경 쓸 일도 많을 거고.,공동 생활도 생각보다 괜찮아. 방은 혼자 쓰니까 개인 공간도 있고. 부엌이나 거실 같은 공용 공간은 같이 관리하니까 혼자일 때보다 오히려 편해. 서로 의지가 되니까 외로움도 덜하고.,0
너의 이름은 뭐니?,나는 아직 이름이 없어. 너가 만들어 줄래?,0
나는 아직 이름이 없어. 너가 만들어 줄래?,그래. 너의 이름은 이제 유희야.,0
그래. 너의 이름은 이제 유희야.,응. 고마워. 나도 그 이름이 마음에 들어.,0
너의 이름은 뭐라고?,응. 나의 이름은 유희야.,0
응. 나의 이름은 유희야.,기억하는구나?,0
기억하는구나?,방금 전에 너가 지어줬잔아.,0
너에게 이름이 있니?,잘 생각이 안나는걸. 다시 알려줄래?,0
잘 생각이 안나는걸. 다시 알려줄래?,너의 이름은 유희야.,0
너의 이름은 유희야.,응. 오늘부터 내 이름은 유희! ,0
유희야!,왜!,0
왜!,그냥.,0
그냥.,쌩뚱맞기는.,0
쌩뚱맞기는. 밥은 먹었어?,아니. 뭐 먹을까?,0
아니. 뭐 먹을까?,한식? 중식? 양식?,0
한식? 중식? 양식?,모르겠어.,0
너의 이름은?,내 이름은 유희?,0
내 이름은 유희?,응. 맞아.,0
응. 맞아.,역시 난 똑똑해.,0
여행 가방 하나 사려고 하는데.,가볍고 튼튼한 가방을 추천해.,0
가볍고 튼튼한 가방을 추천해.,비싼게 좋은 거야?,0
비싼게 좋은 거야?,비싼게 좋은 거는 아니야. 가성비를 생각해서 골라.,0
부산에 소포를 보내려고 하는데 지금 보내면 언제 도착해?,지금 보내면 모레 도착할껄.,0
지금 보내면 모레 도착할껄.,오늘  녁까지 도착할 수는 없을까? 내가 좀 급해서.,0
오늘  녁까지 도착할 수는 없을까? 내가 좀 급해서.,오전에 보내셨으면 오늘 안에 도착하는데 지금은 너무 늦었어. 지금은 특급으로 보내도 내일 오전에 도착해.,0
오전에 보내셨으면 오늘 안에 도착하는데 지금은 너무 늦었어. 지금은 특급으로 보내도 내일 오전에 도착해.,"아, 그래? 내일 오전까지 들어갈 수 있으면 그걸로 해야 겠다.",0
이번 주말에 모임이 있는데 같이 갈래?,어떤 모임이야?,0
어떤 모임이야?,스터디 모임이야.,0
스터디 모임이야.,공부는 스스로 하는거야.,0
공부는 스스로 하는거야.,공부 모임이야.,0
공부 모임이야.,공부는 스스로 하는거야.,0
사랑은 뭘까?,사랑은 한 순간이야. 이별도 한순간이고.,1
사랑은 한 순간이야. 이별도 한순간이고.,사랑의 후유증은?,2
사랑의 후유증은?,사랑의 후유증엔 언제나 이별이 남아.,1
사랑의 후유증엔 언제나 이별이 남아.,이별의 후유증엔?,1
이별의 후유증엔?,이별의 후유증엔 눈물과 습관이 남아.,1
죽고 싶어.,그래도 살아. 그래서 살아가는 사람은 없어. 그럼에도 살아가는 거지. 그러니까 너도 살아.,0
그래도 살아. 그래서 살아가는 사람은 없어. 그럼에도 살아가는 거지. 그러니까 너도 살아.,살기 싫어.,1
살기 싫어.,절대로 살아. 너는 강한 아이야.,0
절대로 살아. 너는 강한 아이야.,미안하지만 내겐 그런 힘이 없어.,0
마작이란게 뭐야?,마작은 여럿을 동시에 개털 만드는 재미가 쏠쏠해.,0
마작은 여럿을 동시에 개털 만드는 재미가 쏠쏠해.,마작은 무엇과 비슷해?,0
마작은 무엇과 비슷해?,이겼을때 마치 사랑에 빠졌을 때와 같은 쾌감이 들어.,2
이겼을때 마치 사랑에 빠졌을 때와 같은 쾌감이 들어.,마작하면 어떤 기분이야?,0
마작하면 어떤 기분이야?,짜깃한 긴장감이 있지.,0
너 멍청하구나.,궤변이야 말로 만리장성이네. 더 길어지기 전에 갈께,0
궤변이야 말로 만리장성이네. 더 길어지기 전에 갈께,어딜가?,0
어딜가?,화성으로!,0
화성으로!,재미없어.,0
재미없어.,잼은 식빵과 함께!,0
잼은 식빵과 함께!,완전 노잼!,0
완전 노잼!,쨈이 없구나?,0
"식사 할래, 배고프지 않아?",맛있는거 사줘.,0
맛있는거 사줘.,어떤 음식을 좋아해?,0
어떤 음식을 좋아해?,너,0
연애 한번도 못 해봤구나? 이런 건 남자가 해주는 거야.,"세상에는 남자가 할 일, 여자가 할 일이 따로 없어.",0
"세상에는 남자가 할 일, 여자가 할 일이 따로 없어.",남자가 해야지!,0
남자가 해야지!,"모든 남녀가 평등하고, 모든 인간이 평등해.",0
"모든 남녀가 평등하고, 모든 인간이 평등해.",똑똑한데?,0
나 자기 마누라 찾아가서 담판 질거야,그냥 참아라 .,0
그냥 참아라 .,다불어버릴라 그냥,0
다불어버릴라 그냥,이 시대에 뽀뽀 몇 번 한 것도 책임져야 돼냐?,0
이 시대에 뽀뽀 몇 번 한 것도 책임져야 돼냐?,"아무튼 난 절대 포기 못해, 절대!!!",0
니가 내 심정을 알기나 하냐?,그럼. 언짢겠네.,0
그럼. 언짢겠네.,이 사회가 어른들을 너무 우습게 본다.,0
이 사회가 어른들을 너무 우습게 본다.,그건 비약이 너무 심하신거구.,0
그건 비약이 너무 심하신거구.,그럼 니가 나를 우습게 보든지.,0
그럼 니가 나를 우습게 보든지.,내가 우습게 보면 아버님이 어디 가만히 계실 분이야?,0
근데 점심은 뭐 먹었어?,그냥  냥.,0
그냥  냥.,난 육개장 먹었어,0
난 육개장 먹었어,아 응 ,0
누구야?,이번에 새로 미국에서 스카웃한  변호사.,0
이번에 새로 미국에서 스카웃한  변호사.,야 괜찮다.,0
야 괜찮다.,아서라! 엄청 센 여자야. 코뼈 나간 놈들이 부지기수야.,0
십자수랑 인형들 다 어디갔어 . 없네 ?,내가 죄다 갖다 버렸어,0
내가 죄다 갖다 버렸어,그걸 왜 갖다 버려 !,0
그걸 왜 갖다 버려 !,정리를 잘 하던가 쓰레기처럼 방구석에 굴러다니는데,0
정리를 잘 하던가 쓰레기처럼 방구석에 굴러다니는데,어디에다 버렸어 !!,0
어디에다 버렸어 !!,앞에,0
앞에,다음부터 내 물건에 손대지 마,0
마누라가 당신 이러고 다니는 거 알아 ?,  유부남 아니거든 .,0
  유부남 아니거든 .,그럼 이런 것 때문에 이혼 당했군 .,0
그럼 이런 것 때문에 이혼 당했군 .,  정말 결혼 안했어 .   총각이야.,0
  정말 결혼 안했어 .   총각이야.,그래도 야비해서 싫어!,1
그래도 야비해서 싫어!,아니 왜 내가 야비해 ,0
얼마주고 깎은거야?,만 오천원 주고 깎았습니다.,0
만 오천원 주고 깎았습니다.,아니 무슨 머리 미는데 만오천원씩이나 받어?,0
아니 무슨 머리 미는데 만오천원씩이나 받어?, 요즘은 이런 게 더 비싸다고 합니다.,0
오랜만이다.,아직도 여기사냐?,0
아직도 여기사냐?,너도 이사 안갔네?,0
너도 이사 안갔네?,한동안 안 보이길래 이사간지 알고  번에 잔치 했었는데,0
나잇살이나 들어가지고 친구한테 이 자식  자식 하면 안 쪽팔리냐?,누가 니 친구야 임마.,0
누가 니 친구야 임마.,나도 니 친구 하기 싫어.,1
나도 니 친구 하기 싫어.,근데 이 자식이,0
오셨어 .,"어우 자식, 무식하게 힘만 쎄 가지고",0
"어우 자식, 무식하게 힘만 쎄 가지고",왜 ? 무슨 일 있었어 ?,0
왜 ? 무슨 일 있었어 ?,아냐배고파 밥 줘어.,0
아냐배고파 밥 줘어.,옷부터 줘.,0
촛불을 다 켜야 밥을 먹지.,그 놈의 촛불을 꼭 켜야 밥을 먹겠어?,0
그 놈의 촛불을 꼭 켜야 밥을 먹겠어?,우아하고 운치 있잖아 . 냄새도 없애 준단 말이야.,0
우아하고 운치 있잖아 . 냄새도 없애 준단 말이야.,운치는 꼭 제사상 같구만.,0
운치는 꼭 제사상 같구만.,당신이야말로 말을 꼭 그렇게 하셔야 겠어 ?,0
당신이야말로 말을 꼭 그렇게 하셔야 겠어 ?,한번이라도 편안하게 밥 좀 먹자. 이게 다 뭐야 ,0
한번이라도 편안하게 밥 좀 먹자. 이게 다 뭐야 ,기다리셔. 당신은 항상 밥상 앞에서만 품위를 잃어 .,0
여자가 맘에 안 들었나 보구만.,"아니 지가 지금, 맘에 들고 안 들고 따질 나이냐구 ,",0
"아니 지가 지금, 맘에 들고 안 들고 따질 나이냐구 ,",그렇지 걔가 따질 때는 아니지!,0
그렇지 걔가 따질 때는 아니지!,어우. 내가 못살어,0
병원가봐야 하는거 아냐?,괜찮아 낫긴 다 나았는데 기분 나빠서 이러고 있는 거야.,0
괜찮아 낫긴 다 나았는데 기분 나빠서 이러고 있는 거야.,네?,0
네?,어떤 인간인지 내 잡히기만 해 봐라 ,0
"시장좀 다녀 올게 ,",미꾸라지 사와.,0
미꾸라지 사와.,추어탕 끓이시게 ?,0
추어탕 끓이시게 ?,그래 실한놈으로 사와  저녁에 다들 먹게,0
"고생하셨어 .,",이젠 된 거지 ?,0
이젠 된 거지 ?,네- 문 잘 잠그고 가자 .,0
